"","Transect","X","Order","Sample","SiteObjectID","Date","Location","Area","Estimate","Biomass","Numbers","Number.Species","Ibi","AdjIbi","Hpi","AdjHpi","Group.1","Group.2","Group.3","Group.4","Include","Flag","Group.3.JDM","fG2.JDM","fG3.JDM","fG4.JDM","Group.4.JDM","Shoreline.Treat.Detail","M1LAT","M1LONG","M2LAT","M2LONG","Mean.Fetch","Time.Period","Temp","Conductivity_0_mid","Do_0_mid","Macrophyte.Density","Transectendnotes","Bedrock","Boulder","Cobble","Rubble","Gravel","Sand","Organic.Silt","Armoustone","LWD","Algae","Proximity.to.river.creek.mouth","Proximity.to.embayment","Transectstartnotes","Habitat.Comments","jdate","Fished","INLA_dist","Nat_5000","Urb_5000","Agr_5000","Wet_5000","For_5000","DomLandCover_5000","DomPercent_5000","Marinas_5000","Rivers_5000","Wetlands_5000","Total_5000","MarinaDist_5000","MarinaArea_5000","MarinaDist_ALL","WetlandDist_5000","WetlandArea_5000","WetlandDist_ALL","RiverDist_5000","RiverStrahler_5000","RiverShreve_5000","RiverDist_ALL","RiverDist_Large","RiverStrahler_Large","RiverShreve_Large","RiverName_Large","ClosestFeature","ClosestDist","NEARSHOREG","NearshoreGeologyCoarse","NearshoreGeologyDetailed","FixedDist","Slope"
"146","RM12",146,153,9848,287,"7/13/2018","OPEN","Rattray Marsh","N",931,12,7,60.2819,57.2846,14.9829,14.4713,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","gravel/cobble beach",43.5385,-79.5956,43.5392,-79.5947,27.62943135,2,18.21,311,15.73,2,"Urban, natural shoreline; trees",0,5,0,0,0,30,65,0,0,0,0,0,"Boulder (5%), organic (65%), and sand (30%)","macrophytes in this transect closest to river",17725,1,33724,15,84,1,3,10,"Urban",84,3,5,3,11,1776,109388,1776,2172,42510,2172,417,3,5,417,1746,6,1070,"Credit River","River",417,561,"Bedrock (Erosive)","Bedrock (Erosive)",3155.621582,-0.004424131
"147","RM2",147,143,9838,288,"7/12/2018","OPEN","Rattray Marsh","N",125,1,1,22.2222,0,2.0299,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","gravel/cobble beach",43.5167,-79.6017,43.5176,-79.6018,33.24454983,2,16.48,323,13.5,0,"Urban, natural shoreline; trees",0,0,0,0,0,100,0,0,0,0,0,1,"Sand (100%)","Transect starts 100 m to the west of the marsh opening",17724,1,31205,15,80,5,4,10,"Urban",80,2,6,4,12,4196,109388,4196,132,113824,132,102,2,5,102,4166,6,1070,"Credit River","River",102,561,"Bedrock (Erosive)","Bedrock (Erosive)",3050.775879,-0.004912316
"148","RM3",148,144,9839,289,"7/12/2018","OPEN","Rattray Marsh","N",55,6,2,35.2426,15.9126,2.0307,0.7573,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","gravel/cobble beach",43.5178,-79.6018,43.5187,-79.6019,32.66703589,2,16.85,412,14.65,0,"Urban, natural shoreline; trees",0,35,65,0,0,0,0,0,0,0,0,1,"Boulder (35%); cobble (65%)","Transect starts just east of the marsh opening",17724,1,31328,15,80,5,4,10,"Urban",80,2,6,4,12,4076,109388,4076,30,113824,30,42,2,5,42,4046,6,1070,"Credit River","Wetland",30,561,"Bedrock (Erosive)","Bedrock (Erosive)",3137.084961,-0.004890601
"149","RM4",149,145,9840,290,"7/12/2018","OPEN","Rattray Marsh","N",0,0,0,0,0,0,0,"Mixed","Mixed","Mixed","Mixed",NA,"OK","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","gravel/cobble beach and armourstone/rubble revetment",43.5189,-79.6019,43.5198,-79.6019,32.6537277,2,16.29,328,14.41,0,"Urban, natural shoreline; trees; some hardening (30%)",0,0,50,0,0,50,0,0,0,0,0,0,"Cobble (50%); sand (50%)","",17724,0,31450,15,80,5,4,10,"Urban",80,2,6,4,12,3969,109388,3969,120,113824,120,150,2,5,150,3939,6,1070,"Credit River","Wetland",120,561,"Bedrock (Erosive)","Bedrock (Erosive)",3180.603272,-0.004889786
"150","RM5",150,147,9842,291,"7/12/2018","OPEN","Rattray Marsh","N",18,2,2,48.0681,48.0681,0.7246,0.7246,"Mixed","Mixed","Mixed","Mixed",NA,"OK","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","gravel/cobble beach and armourstone/rubble revetment",43.5202,-79.6019,43.5211,-79.6019,32.59657697,2,16.03,315,13.81,0,"Urban, natural shoreline; trees; some hardening (20%)",0,0,0,0,0,100,0,0,0,0,0,0,"Sand (100%)","",17724,1,31595,15,81,4,4,10,"Urban",81,2,6,4,12,3819,109388,3819,72,42510,72,300,2,5,300,3789,6,1070,"Credit River","Wetland",72,561,"Bedrock (Erosive)","Bedrock (Erosive)",3183.590576,-0.00488585
"151","RM6",151,146,9841,292,"7/12/2018","OPEN","Rattray Marsh","N",3,1,1,46.9465,46.9465,0.1797,0.1797,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","gravel/cobble beach",43.5276,-79.601,43.5285,-79.6008,32.68555528,2,17.61,393,14.14,0,"Urban, natural shoreline; trees",0,25,25,0,0,50,0,0,0,0,0,0,"Boulder (25%), cobble (25%), and sand (50%)","",17724,1,32422,14,83,3,4,10,"Urban",83,2,6,3,11,2979,109388,2979,792,42510,792,30,1,1,30,2949,6,1070,"Credit River","River",30,561,"Bedrock (Erosive)","Bedrock (Erosive)",3194.256592,-0.004769617
"152","RM7",152,149,9844,293,"7/12/2018","OPEN","Rattray Marsh","N",229,8,5,24.2002,12.7606,5.5051,2.9168,"Mixed","Mixed","Mixed","Mixed",NA,"OK","Mixed","Mixed","Mixed","Mixed","Mixed","gravel/cobble beach and concrete revetment",43.5287,-79.6008,43.5296,-79.6004,32.69499636,2,16.71,319,15.37,0,"Urban, natural shoreline; trees (70%); broken concrete (30%)",0,40,40,0,0,20,0,0,0,1,0,0,"Boulder (40%); cobble (40%), and sand (20%)","",17724,1,32545,14,83,3,3,10,"Urban",83,2,5,3,10,2846,109388,2846,925,42510,925,145,1,1,145,2816,6,1070,"Credit River","River",145,561,"Bedrock (Erosive)","Bedrock (Erosive)",3196.084473,-0.004738044
"153","RM8",153,148,9843,294,"7/12/2018","OPEN","Rattray Marsh","N",1960,3,3,10.8815,10.8815,12.7798,12.7798,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.5298,-79.6003,43.5307,-79.6,33.24326999,2,17.65,321,15.44,0,"Urban, natural shoreline covered in broken concrete pieces",0,40,40,0,0,20,0,0,0,0,0,0,"Boulder (40%); cobble (40%), and sand (20%)","",17724,1,32674,14,83,2,3,10,"Urban",83,2,5,3,10,2714,109388,2714,1057,42510,1057,277,1,1,277,2684,6,1070,"Credit River","River",277,561,"Bedrock (Erosive)","Bedrock (Erosive)",3187.815186,-0.004716464
"154","RM9",154,150,9845,295,"7/12/2018","OPEN","Rattray Marsh","N",2289,5,3,32.1191,28.7318,15.3965,14.6834,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.5309,-79.5999,43.5317,-79.5995,33.21473113,2,17.13,314,16.61,0,"Urban, natural shoreline covered in broken concrete pieces",0,40,40,0,0,20,0,0,0,0,0,0,"Boulder (40%); cobble (40%), and sand (20%)","",17724,1,32801,15,84,2,3,10,"Urban",84,2,5,3,10,2582,109388,2582,1190,42510,1190,410,1,1,410,2552,6,1070,"Credit River","River",410,561,"Bedrock (Erosive)","Bedrock (Erosive)",3182.13794,-0.004689886
"155","RY1a",155,133,9795,296,"8/30/2018","OPEN","Royal York Rd","N",165,8,3,45.6847,45.6847,5.0258,5.0258,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble and concrete revetment",43.602,-79.493,43.6026,-79.4922,29.72789544,2,12.09,307,16.92,0,"Urban; residential",0,0,0,0,0,0,0,0,0,1,0,0,"","",17773,1,45354,7,87,6,1,3,"Urban",87,2,3,1,6,1514,202304,1514,4694,250361,4694,2492,4,40,2492,4210,7,2556,"Humber River","Marina",1514,561,"Bedrock (Erosive)","Bedrock (Erosive)",1522.606079,-0.008719282
"156","RY1b",156,134,9796,297,"8/30/2018","OPEN","Royal York Rd","N",108,8,4,44.9258,44.9258,3.6395,3.6395,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble and concrete revetment",43.6026,-79.4922,43.6033,-79.4915,29.42993455,2,12.09,307,16.92,0,"Urban; residential",0,0,0,0,0,0,0,0,0,1,0,0,"Shoreline is a mixed bag of cement wall, armourstone, broken concrete and rubble; Cladophora growing on substrate","",17773,1,45447,7,87,6,1,3,"Urban",87,2,3,1,6,1429,202304,1429,4610,250361,4610,2407,4,40,2407,4125,7,2556,"Humber River","Marina",1429,561,"Bedrock (Erosive)","Bedrock (Erosive)",1531.129761,-0.008548073
"157","RY1c",157,135,9797,298,"8/30/2018","OPEN","Royal York Rd","B",0.4,1,1,22.2222,0,0.0489,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble and concrete revetment",43.6033,-79.4915,43.6041,-79.4907,30.05068918,2,12.09,307,16.92,0,"Urban; residential",0,0,0,0,0,0,0,0,0,1,0,0,"Shoreline is a mixed bag of cement wall, armourstone, broken concrete and rubble; Cladophora growing on substrate/cobbles; saw gobies but couldn't catch them","",17773,1,45543,7,87,6,1,3,"Urban",87,2,3,1,6,1314,202304,1314,4495,250361,4495,2292,4,40,2292,4010,7,2556,"Humber River","Marina",1314,561,"Bedrock (Erosive)","Bedrock (Erosive)",1553.301636,-0.008359707
"158","SB1a",158,211,9954,300,"8/23/2018","OPEN","Sand Beach Rd","N",320,4,3,61.0556,61.0556,4.5294,4.5294,"Mixed","Mixed","Mixed","Mixed",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble and concrete revetment",43.59954,-79.49802,43.59865,-79.49768,27.25556473,2,21.07,329,10.39,0,"Urban; residential",30,30,30,0,0,10,0,0,0,1,0,0,"Bedrock 30%; boulder 30%; cobble 30%; sand 10%Substrate covered in algae/Cladophora","",17766,1,44864,7,88,5,1,3,"Urban",88,2,3,1,6,2028,202304,2028,NA,NA,5209,3006,4,40,3006,4549,5,248,"Etobicoke Creek","Marina",2028,561,"Bedrock (Erosive)","Bedrock (Erosive)",1390.956787,-0.00874168
"159","SB1b",159,212,9955,302,"8/23/2018","OPEN","Sand Beach Rd","N",342,12,4,44.0425,39.6318,9.2165,8.2486,"Mixed","Mixed","Mixed","Mixed",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble and concrete revetment",43.59828,-79.49799,43.59777,-79.49917,28.63626456,2,21.07,329,10.39,0,"Urban; residential",10,30,30,0,0,30,0,0,0,1,0,0,"Bedrock 10%; boulder 30%; cobble 30%; sand 30%Rottng algae/Cladophora along the shoreThis transect covers the small beach ~30 m","",17766,1,44724,7,88,5,1,3,"Urban",88,2,3,1,6,2113,202304,2113,NA,NA,5294,3091,4,40,3091,4387,5,248,"Etobicoke Creek","Marina",2113,561,"Bedrock (Erosive)","Bedrock (Erosive)",1306.100342,-0.009341018
"160","SB1c",160,213,9956,304,"8/23/2018","OPEN","Sand Beach Rd","N",214,4,3,30.6787,0,3.8715,0,"Mixed","Mixed","Mixed","Mixed",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble and concrete revetment",43.59762,-79.49934,43.59672,-79.49985,24.37182816,2,20.85,314,10.76,0,"Urban; residential",10,60,30,0,0,0,0,0,0,1,0,0,"Boulder 10%; cobble 60%; zeb sand 30%Solid algae/Cladophoraon top of cobbles","",17766,1,44593,7,88,5,1,3,"Urban",88,2,3,1,6,2215,101265,2215,NA,NA,5451,3248,4,40,3248,4247,5,248,"Etobicoke Creek","Marina",2215,561,"Bedrock (Erosive)","Bedrock (Erosive)",1259.509155,-0.009780403
"161","SC1a",161,169,9885,306,"7/25/2018","OPEN","Scarborough","N",900,1,1,43.4028,0,7.3239,0,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.7577,-79.16187,43.75823,-79.15978,37.60176075,2,22.95,NA,NA,0,"Scarborough bluffs beach",0,10,0,0,0,90,0,0,0,0,0,0,"Sand 90%; boulder 10%","",17737,1,88073,14,76,10,4,10,"Urban",76,0,2,1,3,NA,NA,8023,2063,69526,2063,1901,4,61,1901,6071,6,454,"Rouge River","River",1901,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",2646.216309,-0.005164533
"162","SC1b",162,170,9886,308,"7/25/2018","OPEN","Scarborough","N",1100,1,1,43.5417,0,8.3443,0,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.75823,-79.15978,43.75861,-79.15741,37.62347495,2,22.95,NA,NA,0,"Scarborough bluffs beach",0,10,0,0,0,90,0,0,0,0,0,0,"Sand 90%; boulder 10%","",17737,1,88252,14,76,9,4,10,"Urban",76,0,2,1,3,NA,NA,8146,1888,69526,1888,1726,4,61,1726,5896,6,454,"Rouge River","River",1726,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",2552.507568,-0.005402482
"163","SC1c",163,171,9887,310,"7/25/2018","OPEN","Scarborough","N",0,0,0,0,0,0,0,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.75861,-79.15741,43.75881,-79.15482,35.6014783,2,22.95,NA,NA,0,"Scarborough bluffs beach",0,10,0,0,0,90,0,0,0,0,0,0,"Sand 90%; boulder 10%","",17737,0,88447,15,75,9,5,10,"Urban",75,0,2,1,3,NA,NA,8280,1683,69526,1683,1521,4,61,1521,5691,6,454,"Rouge River","River",1521,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",2444.654541,-0.005725204
"164","SC2a",164,187,9906,311,"7/25/2018","OPEN","Scarborough","N",0,0,0,0,0,0,0,"Treated","Groynes","Surcharged groyne","Groynes/Mixed beach",NA,"OK","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","Groynes/Mixed beach","groynes and sand/cobble beach",43.69714,-79.25069,43.69756,-79.24989,37.20126697,2,22.58,NA,NA,0,"Scarborough bluffs beach",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%, rubble 10%; boulder 10%","",17737,0,77903,7,90,3,0,6,"Urban",90,1,0,0,1,2440,198359,2440,NA,NA,12192,NA,NA,NA,12030,16200,6,454,"Rouge River","Marina",2440,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3374.773193,-0.004144944
"165","SC2b",165,188,9907,313,"7/25/2018","OPEN","Scarborough","N",276,6,2,26.5413,10.0492,5.7512,2.4122,"Treated","Groynes","Surcharged groyne","Groynes/Mixed beach",NA,"OK","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","Groynes/Mixed beach","groynes and sand/cobble beach",43.69756,-79.24989,43.69791,-79.24905,37.20944824,2,22.58,NA,NA,0,"Scarborough bluffs beach",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%, rubble 10%; boulder 10%","",17737,1,77983,7,90,3,0,6,"Urban",90,1,0,0,1,2355,198359,2355,NA,NA,12107,NA,NA,NA,11945,16115,6,454,"Rouge River","Marina",2355,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3343.358154,-0.004173911
"166","SC2c",166,189,9908,315,"7/25/2018","OPEN","Scarborough","N",37,3,2,31.1815,6.8824,1.3053,0.2167,"Treated","Groynes","Surcharged groyne","Groynes/Mixed beach",NA,"OK","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","Groynes/Mixed beach","groynes and sand/cobble beach",43.69791,-79.24905,43.69823,-79.24815,37.23473102,2,22.58,NA,NA,0,"Scarborough bluffs beach",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%, rubble 10%; boulder 10%","",17737,1,78061,7,90,3,0,6,"Urban",90,1,0,0,1,2282,198359,2282,NA,NA,12035,NA,NA,NA,11873,16042,6,454,"Rouge River","Marina",2282,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3303.963623,-0.00420981
"167","SC3a",167,193,9912,317,"7/26/2018","OPEN","Scarborough","N",0,0,0,0,0,0,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.68549,-79.26516,43.68624,-79.26409,38.81622883,2,21.66,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%; rubble 10%, boulder 10%","",17738,0,76155,7,89,3,0,6,"Urban",89,1,0,0,1,4091,198359,4091,NA,NA,13261,NA,NA,NA,13682,15789,5,275,"Don River","Marina",4091,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3324.583252,-0.004067226
"168","SC3b",168,194,9913,319,"7/26/2018","OPEN","Scarborough","N",25,1,1,22.2222,0,0.7131,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.68624,-79.26409,43.68723,-79.26289,38.88977034,2,21.66,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%; rubble 10%, boulder 10%","",17738,1,76275,7,89,3,0,6,"Urban",89,1,0,0,1,3964,198359,3964,NA,NA,13389,NA,NA,NA,13554,15916,5,275,"Don River","Marina",3964,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3314.498535,-0.004077298
"169","SC3c",169,195,9914,321,"7/26/2018","OPEN","Scarborough","N",115,4,2,29.8062,11.5013,3.0084,1.2597,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.68723,-79.26289,43.6886,-79.26177,38.9084743,2,21.66,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%; rubble 10%, boulder 10%","",17738,1,76422,7,90,3,0,6,"Urban",90,1,0,0,1,3824,198359,3824,NA,NA,13546,NA,NA,NA,13415,16074,5,275,"Don River","Marina",3824,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3333.591065,-0.004053874
"170","SC4a",170,196,9915,323,"7/26/2018","OPEN","Scarborough","N",1980,23,3,42.3846,18.4756,23.7176,10.6446,"Treated","Groynes","Non-surcharged Groyne","Non-surcharged Groyne",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes and sand beach",43.67822,-79.27267,43.67865,-79.27172,34.57645806,2,21.46,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%; rubble 10%, boulder 10%","",17738,1,75131,7,89,4,0,6,"Urban",89,2,0,0,2,4487,173298,4487,NA,NA,12198,NA,NA,NA,14569,14725,5,275,"Don River","Marina",4487,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3152.726074,-0.004134268
"171","SC4b",171,197,9916,325,"7/26/2018","OPEN","Scarborough","N",280,13,1,22.2222,0,8.4143,0,"Treated","Groynes","Non-surcharged Groyne","Non-surcharged Groyne",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes and sand beach",43.67865,-79.27172,43.67955,-79.27136,37.22492639,2,21.46,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%; rubble 10%, boulder 10%","",17738,1,75222,7,89,4,0,6,"Urban",89,2,0,0,2,4541,173298,4541,NA,NA,12252,NA,NA,NA,14497,14780,5,275,"Don River","Marina",4541,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3166.692871,-0.004128889
"172","SC4c",172,198,9917,327,"7/26/2018","OPEN","Scarborough","N",724,36,1,22.2222,0,22.2853,0,"Treated","Groynes","Non-surcharged Groyne","Non-surcharged Groyne",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes and sand beach",43.67955,-79.27136,43.68018,-79.27045,33.55221512,2,21.46,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%; rubble 10%, boulder 10%","",17738,1,75326,7,89,4,0,6,"Urban",89,2,0,0,2,4674,173298,4674,NA,NA,12385,NA,NA,NA,14417,14913,5,275,"Don River","Marina",4674,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3192.724121,-0.004109828
"173","SC5a",173,166,9882,329,"7/25/2018","OPEN","Scarborough","N",0,0,0,0,0,0,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.74405,-79.19174,43.74468,-79.19107,39.30548185,2,22.64,NA,NA,0,"Scarborough bluffs",0,0,30,0,0,70,0,0,0,0,0,0,"Sand 70%, 30% boulder","",17737,0,85216,13,78,8,3,10,"Urban",78,1,1,1,3,NA,NA,5357,NA,NA,5081,4919,4,61,4919,9089,6,454,"Rouge River","River",4919,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3088.633301,-0.00418285
"174","SC5b",174,167,9883,330,"7/25/2018","OPEN","Scarborough","N",108,1,1,42.8528,42.8528,1.8459,1.8459,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.74468,-79.19107,43.74532,-79.1903,38.18344151,2,22.64,NA,NA,0,"Scarborough bluffs",0,0,30,0,0,70,0,0,0,0,0,0,"70% sand; 30% boulder","",17737,1,85305,13,78,9,3,10,"Urban",78,0,1,1,2,NA,NA,5471,4984,69526,4984,4822,4,61,4822,8992,6,454,"Rouge River","River",4822,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3104.335693,-0.00419083
"175","SC5c",175,168,9884,331,"7/25/2018","OPEN","Scarborough","N",500,1,1,43.125,43.125,4.9982,4.9982,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.74532,-79.1903,43.7463,-79.18918,38.12522488,2,22.64,NA,NA,0,"Scarborough bluffs",0,0,30,0,0,70,0,0,0,0,0,0,"70% sand; 30% boulder","",17737,1,85399,13,78,9,3,10,"Urban",78,0,1,1,2,NA,NA,5556,4899,69526,4899,4737,4,61,4737,8907,6,454,"Rouge River","River",4737,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3126.850098,-0.00420038
"176","SC6a",176,199,9918,332,"7/19/2018","OPEN","Scarborough","N",103,3,1,22.2222,0,2.6292,0,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"OK","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","BeachHeadland","surcharged groyne: beach/headland system",43.72334,-79.21674,43.72423,-79.21613,37.59171922,2,19.46,NA,NA,0,"Scarborough bluffs",0,5,0,0,0,95,0,0,0,0,0,0,"Sand 95%; boulder 5%","",17731,1,82143,7,87,6,1,6,"Urban",87,1,0,0,1,2169,198359,2169,NA,NA,7918,NA,NA,NA,7756,11925,6,454,"Rouge River","Marina",2169,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3216.120361,-0.004382032
"177","SC6b",177,200,9919,333,"7/19/2018","OPEN","Scarborough","N",223,8,2,19.4444,3.2208,6.0886,1.0599,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"OK","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","BeachHeadland","surcharged groyne: beach/headland system",43.72423,-79.21613,43.72473,-79.21502,37.57266079,2,19.46,NA,NA,0,"Scarborough bluffs",0,5,0,0,0,95,0,0,0,0,0,0,"Sand 95%; boulder 5%","",17731,1,82253,7,87,6,1,6,"Urban",87,1,0,0,1,2283,198359,2283,NA,NA,7821,NA,NA,NA,7658,11828,6,454,"Rouge River","Marina",2283,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3206.364502,-0.004401403
"178","SC6c",178,201,9920,334,"7/19/2018","OPEN","Scarborough","N",182.5,6,2,28.9121,2.4489,4.6077,0.0561,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"OK","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","BeachHeadland","surcharged groyne: beach/headland system",43.72473,-79.21502,43.72606,-79.21412,38.48398925,2,19.46,NA,NA,0,"Scarborough bluffs",0,5,0,0,0,95,0,0,0,0,0,0,"Sand 95%; boulder 5%","",17731,1,82358,7,87,6,1,6,"Urban",87,1,0,0,1,2368,198359,2368,NA,NA,7736,NA,NA,NA,7573,11743,6,454,"Rouge River","Marina",2368,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3205.620606,-0.004407861
"179","SC7a",179,163,9879,335,"7/19/2018","OPEN","Scarborough","N",827,24,1,22.2222,0,21.0831,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.73541,-79.20275,43.73585,-79.20184,39.41242133,2,19.61,NA,NA,0,"Scarborough bluffs",0,0,0,0,0,100,0,0,0,0,0,0,"100% sand","",17731,1,83905,9,83,8,1,7,"Urban",83,1,0,0,1,4001,198359,4001,NA,NA,6314,NA,NA,NA,6151,10321,6,454,"Rouge River","Marina",4001,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3112.25415,-0.004469499
"180","SC7b",180,164,9880,336,"7/19/2018","OPEN","Scarborough","N",406,14,1,22.2222,0,10.9943,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.73585,-79.20184,43.73653,-79.20083,39.43548698,2,19.61,NA,NA,0,"Scarborough bluffs",0,0,0,0,0,100,0,0,0,0,0,0,"100% sand","",17731,1,83993,10,83,8,1,7,"Urban",83,1,0,0,1,4098,198359,4098,NA,NA,6199,NA,NA,NA,6037,10206,6,454,"Rouge River","Marina",4098,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3084.898193,-0.004490173
"181","SC7c",181,165,9881,337,"7/19/2018","OPEN","Scarborough","N",245,9,2,27.2453,1.8472,6.6871,0.282,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.73653,-79.20083,43.73743,-79.1996,39.41652477,2,19.61,NA,NA,0,"Scarborough bluffs",0,0,0,0,0,100,0,0,0,0,0,0,"100% sand","",17731,1,84104,10,82,8,1,8,"Urban",82,1,0,0,1,4213,198359,4213,NA,NA,6102,NA,NA,NA,5939,10109,6,454,"Rouge River","Marina",4213,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3058.234619,-0.00449253
